Name	Description
Cc72_00038564-RA	-
Cc72_00038566-RA	-
Cc72_00038567-RA	PMR5 N terminal Domain
Cc72_00038571-RA	Belongs to the protein kinase superfamily. Ser Thr protein kinase family
Cc72_00038570-RA	POT family
Cc72_00038572-RA	Pentatricopeptide repeat-containing protein
Cc72_00038574-RA	Modifier of rudimentary (Mod(r)) protein
Cc72_00038576-RA	regulator of chromosome condensation (RCC1) family protein
Cc72_00038575-RA	Domain of unknown function (DUF4283)
Cc72_00038573-RA	A Receptor for Ubiquitination Targets
Cc72_00038578-RA	Protein FAR1-RELATED SEQUENCE
Cc72_00038581-RA	"transposition, RNA-mediated"
Cc72_00038582-RA	"component of the eukaryotic translation initiation factor 3 (eIF-3) complex, which is involved in protein synthesis of a specialized repertoire of mRNAs and, together with other initiation factors, stimulates binding of mRNA and methionyl-tRNAi to the 40S ribosome. The eIF-3 complex specifically targets and initiates translation of a subset of mRNAs involved in cell proliferation"
Cc72_00038583-RA	CDPK-related kinase
Cc72_00038585-RA	Belongs to the helicase family
Cc72_00038584-RA	Belongs to the helicase family
Cc72_00038590-RA	Protein FAR1-RELATED SEQUENCE
Cc72_00038589-RA	PPR repeat family
Cc72_00038593-RA	-
Cc72_00038595-RA	Belongs to the disease resistance NB-LRR family
Cc72_00038596-RA	Belongs to the disease resistance NB-LRR family
Cc72_00038598-RA	ATP-citrate synthase alpha chain protein
Cc72_00038599-RA	organ growth
Cc72_00038604-RA	-
Cc72_00038603-RA	Protein phosphatase inhibitor
Cc72_00038605-RA	At4g28440-like
Cc72_00038602-RA	"transposition, RNA-mediated"
Cc72_00038601-RA	Belongs to the glycosyltransferase 2 family
Cc72_00038607-RA	Reversible hydration of carbon dioxide
Cc72_00038608-RA	Zinc-binding dehydrogenase
Cc72_00038606-RA	Belongs to the protein kinase superfamily
Cc72_00038611-RA	Ribonuclease H protein
Cc72_00038612-RA	Glycosyltransferase family 28 N-terminal domain
Cc72_00038613-RA	Protein ACCUMULATION AND REPLICATION OF CHLOROPLASTS 6
Cc72_00038615-RA	-
Cc72_00038614-RA	"Phosphorylates Ins(1,3,4,5,6)P5 at position 2 to form Ins(1,2,3,4,5,6)P6 (InsP6 or phytate)"
Cc72_00038616-RA	Protein FAR1-RELATED SEQUENCE
Cc72_00038617-RA	Thioredoxin-like
Cc72_00038618-RA	C1 domain
Cc72_00038619-RA	-
Cc72_00038623-RA	transcription factor
Cc72_00038620-RA	Protein FAR1-RELATED SEQUENCE 5-like
Cc72_00038622-RA	"Ulp1 protease family, C-terminal catalytic domain containing protein"
Cc72_00038621-RA	FAR1 DNA-binding domain
Cc72_00038625-RA	Glycosylphosphatidylinositol anchor biosynthesis protein 11
Cc72_00038627-RA	Alpha/beta hydrolase family
Cc72_00038628-RA	Belongs to the small GTPase superfamily. Arf family
Cc72_00038629-RA	Belongs to the peptidase C1 family
Cc72_00038631-RA	Zinc knuckle family protein
Cc72_00038632-RA	"Zinc finger, C3HC4 type (RING finger)"
Cc72_00038634-RA	RNase H family protein
Cc72_00038633-RA	Domain of unknown function (DUF4283)
Cc72_00038638-RA	Belongs to the peptidase A1 family
Cc72_00038640-RA	Protein Brevis radix-like
Cc72_00038643-RA	Coiled-coil domain-containing protein 124
Cc72_00038646-RA	-
Cc72_00038644-RA	Fumble
Cc72_00038645-RA	Heparan-alpha-glucosaminide N-acetyltransferase-like
Cc72_00038647-RA	Plant transposase (Ptta/En/Spm family)
Cc72_00038648-RA	Protein of unknown function (DUF1645)
Cc72_00038651-RA	Glycosyl hydrolases family 28
Cc72_00038652-RA	isocitrate dehydrogenase
Cc72_00038655-RA	-
Cc72_00038656-RA	-
Cc72_00038661-RA	ATP-citrate synthase alpha chain protein
Cc72_00038664-RA	Non-catalytic subunit
Cc72_00038662-RA	Ribonuclease H protein
Cc72_00038665-RA	Ribonuclease H protein
Cc72_00038666-RA	Belongs to the peptidase A1 family
Cc72_00038668-RA	Predicted ATPase of the ABC class
Cc72_00038669-RA	-
Cc72_00038672-RA	Non-catalytic subunit
Cc72_00038674-RA	Ribonuclease H protein
Cc72_00038673-RA	-
Cc72_00038675-RA	Polygalacturonase-1 non-catalytic subunit
Cc72_00038676-RA	Plant transposase (Ptta/En/Spm family)
Cc72_00038677-RA	-
Cc72_00038678-RA	Ribonuclease H protein
Cc72_00038679-RA	Radical SAM superfamily
Cc72_00038680-RA	Deoxynucleoside triphosphate triphosphohydrolase SAMHD1 homolog
Cc72_00038682-RA	F-box family
Cc72_00038684-RA	F-box family
Cc72_00038685-RA	F-box family
Cc72_00038683-RA	F-box family
Cc72_00038686-RA	Serine threonine-protein kinase
Cc72_00038687-RA	DNA recombination
Cc72_00038688-RA	DNA recombination
Cc72_00038691-RA	"PWI, domain in splicing factors"
Cc72_00038689-RA	"transposition, RNA-mediated"
Cc72_00038692-RA	ETHYLENE INSENSITIVE 3-like
Cc72_00038696-RA	Holliday junction DNA helicase ruvB N-terminus
Cc72_00038698-RA	DNA recombination
Cc72_00038695-RA	"Ulp1 protease family, C-terminal catalytic domain"
Cc72_00038697-RA	"WD domain, G-beta repeat"
Cc72_00038699-RA	Plant transposase (Ptta/En/Spm family)
Cc72_00038703-RA	Glyoxysomal fatty acid beta-oxidation multifunctional protein
Cc72_00038704-RA	Conserved gene of
Cc72_00038709-RA	Zinc-finger of C2H2 type
Cc72_00038710-RA	methyl-CpG-binding domain-containing protein
Cc72_00038711-RA	methyl-CpG-binding domain-containing protein
Cc72_00038712-RA	"Catalyzes xyloglucan endohydrolysis (XEH) and or endotransglycosylation (XET). Cleaves and religates xyloglucan polymers, an essential constituent of the primary cell wall, and thereby participates in cell wall construction of growing tissues"
Cc72_00038713-RA	Plays an important role in the de novo pathway and in the salvage pathway of purine nucleotide biosynthesis. Catalyzes the first commited step in the biosynthesis of AMP from IMP
Cc72_00038714-RA	Belongs to the universal ribosomal protein uS9 family
Cc72_00038716-RA	Ribonuclease H protein
Cc72_00038717-RA	protein dimerization activity
Cc72_00038718-RA	Domain of unknown function (DUF1985)
Cc72_00038719-RA	Belongs to the aldehyde dehydrogenase family
Cc72_00038720-RA	Aldehyde dehydrogenase family
Cc72_00038721-RA	"transposition, RNA-mediated"
Cc72_00038724-RA	Plant mobile domain
Cc72_00038723-RA	"transposition, RNA-mediated"
Cc72_00038722-RA	RNA-binding protein 8A-like
Cc72_00038729-RA	Belongs to the spermidine spermine synthase family
Cc72_00038727-RA	"Ulp1 protease family, C-terminal catalytic domain containing protein"
Cc72_00038730-RA	Serine arginine-rich splicing factor
Cc72_00038733-RA	Serine threonine-protein phosphatase 7 long form homolog
Cc72_00038735-RA	NADH dehydrogenase
Cc72_00038734-RA	Involved in protein precursor import into chloroplasts. May be part of an intermediate translocation complex acting as a protein-conducting channel at the inner envelope
Cc72_00038731-RA	Encoded by
Cc72_00038732-RA	Encoded by
Cc72_00038736-RA	Serine arginine-rich splicing factor
Cc72_00038738-RA	K+ potassium transporter
Cc72_00038737-RA	Aldehyde dehydrogenase family
Cc72_00038739-RA	U-box domain-containing protein
Cc72_00038740-RA	U-box domain-containing protein
Cc72_00038743-RA	Potassium transporter
Cc72_00038741-RA	F-Box protein
Cc72_00038742-RA	F-Box protein
Cc72_00038744-RA	ATP synthase subunit alpha
Cc72_00038746-RA	Rrp15p
Cc72_00038745-RA	Myb/SANT-like DNA-binding domain
Cc72_00038747-RA	DNA recombination
Cc72_00038748-RA	Protein FAR1-RELATED SEQUENCE
Cc72_00038750-RA	K+ potassium transporter
Cc72_00038749-RA	F-Box protein
Cc72_00038752-RA	Glycosyltransferase family 20
Cc72_00038756-RA	UDP-galactose UDP-glucose transporter
Cc72_00038757-RA	NHL repeat
Cc72_00038758-RA	isoform X1
Cc72_00038759-RA	Adaptin C-terminal domain
Cc72_00038760-RA	finger protein
Cc72_00038761-RA	threonine-tRNA ligase
Cc72_00038762-RA	bHLH-MYC and R2R3-MYB transcription factors N-terminal
Cc72_00038766-RA	-
Cc72_00038767-RA	-
Cc72_00038768-RA	Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family
Cc72_00038769-RA	Belongs to the glyceraldehyde-3-phosphate dehydrogenase family
Cc72_00038770-RA	EamA-like transporter family
Cc72_00038771-RA	-
Cc72_00038772-RA	-
Cc72_00038773-RA	Subunit of clathrin-associated adaptor protein complex that plays a role in protein sorting in the late-Golgi trans-Golgi network (TGN) and or endosomes. The AP complexes mediate both the recruitment of clathrin to membranes and the recognition of sorting signals within the cytosolic tails of transmembrane cargo molecules
Cc72_00038776-RA	ATP-dependent DNA helicase 2 subunit
Cc72_00038777-RA	DNA recombination
Cc72_00038774-RA	Belongs to the helicase family
Cc72_00038775-RA	Subunit of clathrin-associated adaptor protein complex that plays a role in protein sorting in the late-Golgi trans-Golgi network (TGN) and or endosomes. The AP complexes mediate both the recruitment of clathrin to membranes and the recognition of sorting signals within the cytosolic tails of transmembrane cargo molecules
Cc72_00038778-RA	Ribonuclease H protein
Cc72_00038779-RA	EamA-like transporter family
Cc72_00038781-RA	EamA-like transporter family
Cc72_00038782-RA	-
Cc72_00038783-RA	EamA-like transporter family
Cc72_00038787-RA	EamA-like transporter family
Cc72_00038786-RA	EamA-like transporter family
Cc72_00038785-RA	PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides
Cc72_00038788-RA	WAT1-related protein At1g70260-like
Cc72_00038789-RA	Pathogenesis-related protein Bet v I family
Cc72_00038790-RA	"transposition, RNA-mediated"
Cc72_00038794-RA	Belongs to the universal ribosomal protein uS13 family
Cc72_00038796-RA	Serine threonine-protein kinase PBS1
Cc72_00038792-RA	Domain of unknown function (DUF4283)
Cc72_00038795-RA	Acetyltransferase (GNAT) family
Cc72_00038798-RA	latd nip
Cc72_00038799-RA	Domain of unknown function (DUF4283)
Cc72_00038800-RA	-
Cc72_00038801-RA	latd nip
Cc72_00038802-RA	-
Cc72_00038803-RA	Domain of unknown function (DUF1985)
Cc72_00038810-RA	Ribosomal protein S11
Cc72_00038814-RA	Binds directly to 23S ribosomal RNA and is necessary for the in vitro assembly process of the 50S ribosomal subunit. It is not involved in the protein synthesizing functions of that subunit
Cc72_00038811-RA	"Bacterial RNA polymerase, alpha chain C terminal domain"
Cc72_00038809-RA	Ribosomal protein S8
Cc72_00038808-RA	Ribosomal protein L22p/L17e
Cc72_00038817-RA	"This b-type cytochrome is tightly associated with the reaction center of photosystem II (PSII). PSII is a light-driven water plastoquinone oxidoreductase that uses light energy to abstract electrons from H(2)O, generating O(2) and a proton gradient subsequently used for ATP formation. It consists of a core antenna complex that captures photons, and an electron transfer chain that converts photonic excitation into a charge separation"
Cc72_00038823-RA	-
Cc72_00038822-RA	ATP synthase subunit beta
Cc72_00038805-RA	latd nip
Cc72_00038824-RA	Encoded by
Cc72_00038821-RA	"Ribulose bisphosphate carboxylase large chain, N-terminal domain"
Cc72_00038813-RA	"One of the components of the core complex of photosystem II (PSII). It binds chlorophyll and helps catalyze the primary light-induced photochemical processes of PSII. PSII is a light- driven water plastoquinone oxidoreductase, using light energy to abstract electrons from H(2)O, generating O(2) and a proton gradient subsequently used for ATP formation"
Cc72_00038818-RA	"Component of the cytochrome b6-f complex, which mediates electron transfer between photosystem II (PSII) and photosystem I (PSI), cyclic electron flow around PSI, and state transitions"
Cc72_00038819-RA	May be involved in proton extrusion. Indirectly promotes efficient inorganic carbon uptake
Cc72_00038812-RA	Cytochrome b6-f complex subunit 4
Cc72_00038820-RA	Ycf4
Cc72_00038815-RA	Ribonuclease H protein
Cc72_00038825-RA	latd nip
Cc72_00038826-RA	latd nip
Cc72_00038827-RA	Permease family
Cc72_00038829-RA	Domain of unknown function (DUF4228)
Cc72_00038830-RA	-
Cc72_00038831-RA	Zinc knuckle family protein
Cc72_00038832-RA	Belongs to the cyclin family
Cc72_00038833-RA	Belongs to the disease resistance NB-LRR family
Cc72_00038837-RA	26S proteasome non-ATPase regulatory subunit 7 homolog A
Cc72_00038835-RA	-
Cc72_00038840-RA	RNA recognition motif
Cc72_00038842-RA	"OST3 / OST6 family, transporter family"
Cc72_00038838-RA	Protein FAR1-RELATED SEQUENCE
Cc72_00038839-RA	CSC1-like protein At4g35870
Cc72_00038844-RA	"Protein of unknown function, DUF393"
Cc72_00038845-RA	response to light intensity
Cc72_00038847-RA	Domain of unknown function DUF223
Cc72_00038846-RA	Domain of unknown function (DUF4283)
Cc72_00038848-RA	DNA polymerase
Cc72_00038851-RA	Zinc finger BED domain-containing protein RICESLEEPER
Cc72_00038850-RA	Domain of unknown function (DUF4413)
Cc72_00038852-RA	DEAD/DEAH box helicase
Cc72_00038853-RA	UDP-glucoronosyl and UDP-glucosyl transferase
Cc72_00038854-RA	Late embryogenesis abundant protein
Cc72_00038856-RA	Methyladenine glycosylase
Cc72_00038859-RA	-
Cc72_00038858-RA	Leucine Rich repeat
Cc72_00038860-RA	Zinc knuckle family protein
Cc72_00038862-RA	Viral movement protein (MP)
Cc72_00038861-RA	Zinc knuckle family protein
Cc72_00038863-RA	Ribonuclease H protein
Cc72_00038864-RA	"Specifically methylates the N1 position of guanosine-37 in various cytoplasmic and mitochondrial tRNAs. Methylation is not dependent on the nature of the nucleoside 5' of the target nucleoside. This is the first step in the biosynthesis of wybutosine (yW), a modified base adjacent to the anticodon of tRNAs and required for accurate decoding"
Cc72_00038865-RA	Possibly involved in carbohydrate binding
Cc72_00038866-RA	"Ulp1 protease family, C-terminal catalytic domain containing protein"
Cc72_00038868-RA	Ribonuclease H protein
Cc72_00038869-RA	Belongs to the ABC transporter superfamily. ABCG family. PDR (TC 3.A.1.205) subfamily
Cc72_00038870-RA	Domain of unknown function (DUF1995)
Cc72_00038872-RA	Exostosin family
Cc72_00038876-RA	DnaJ molecular chaperone homology domain
Cc72_00038877-RA	Belongs to the peroxidase family. Classical plant (class III) peroxidase subfamily
Cc72_00038878-RA	Ribonuclease H protein
Cc72_00038880-RA	"transposition, RNA-mediated"
Cc72_00038879-RA	Peptidase dimerisation domain
Cc72_00038881-RA	At4g28440-like
Cc72_00038886-RA	protein dimerization activity
Cc72_00038887-RA	Belongs to the 'GDSL' lipolytic enzyme family
Cc72_00038888-RA	belongs to the protein kinase superfamily
Cc72_00038890-RA	Ribonuclease H protein
Cc72_00038891-RA	"ATPase activity, coupled to transmembrane movement of substances"
Cc72_00038895-RA	Sterile alpha motif.
Cc72_00038898-RA	Conserved gene of
Cc72_00038899-RA	isoform X1
Cc72_00038900-RA	Aminotransferase class I and II
Cc72_00038901-RA	MULE transposase domain
Cc72_00038902-RA	LETM1 and EF-hand domain-containing protein 1
Cc72_00038903-RA	DNA recombination
Cc72_00038904-RA	-
Cc72_00038905-RA	"Catalyzes the hydroxylation of the N(6)-(4-aminobutyl)- L-lysine intermediate to form hypusine, an essential post- translational modification only found in mature eIF-5A factor"
Cc72_00038909-RA	Ribonuclease H protein
Cc72_00038908-RA	"transposition, RNA-mediated"
Cc72_00038906-RA	"WD domain, G-beta repeat"
Cc72_00038907-RA	Ribonuclease H protein
Cc72_00038911-RA	Conserved gene of
Cc72_00038913-RA	protection from non-homologous end joining at telomere
Cc72_00038915-RA	Domain of unknown function DUF21
Cc72_00038918-RA	Aldo/keto reductase family
Cc72_00038919-RA	-
Cc72_00038917-RA	plant mutator transposase zinc finger
Cc72_00038922-RA	cheY-homologous receiver domain
Cc72_00038921-RA	Zinc finger MYND domain-containing protein 15 isoform X1
Cc72_00038926-RA	Belongs to the formin-like family
Cc72_00038925-RA	Origin recognition complex subunit
Cc72_00038927-RA	Protein of unknown function (DUF3007)
Cc72_00038929-RA	-
Cc72_00038928-RA	Belongs to the peptidase S10 family
Cc72_00038932-RA	Pentatricopeptide repeat-containing protein
Cc72_00038934-RA	Functions as component of the Arp2 3 complex which is involved in regulation of actin polymerization and together with an activating nucleation-promoting factor (NPF) mediates the formation of branched actin networks
Cc72_00038936-RA	Usually encoded in the trnK tRNA gene intron. Probably assists in splicing its own and other chloroplast group II introns
Cc72_00038937-RA	ATP synthase subunit alpha
Cc72_00038938-RA	Belongs to the universal ribosomal protein uL16 family
Cc72_00038939-RA	-
Cc72_00038940-RA	-
Cc72_00038942-RA	Cupin domain
Cc72_00038944-RA	Predicted ATPase of the ABC class
Cc72_00038947-RA	The pyruvate dehydrogenase complex catalyzes the overall conversion of pyruvate to acetyl-CoA and CO(2)
Cc72_00038946-RA	The pyruvate dehydrogenase complex catalyzes the overall conversion of pyruvate to acetyl-CoA and CO(2)
Cc72_00038945-RA	Belongs to the glycosyltransferase 8 family
Cc72_00038949-RA	DSHCT
Cc72_00038950-RA	Domain of unknown function (DUF4283)
Cc72_00038951-RA	Histone deacetylase (HDAC) interacting
Cc72_00038955-RA	L-threonine ammonia-lyase activity
Cc72_00038953-RA	Protein FAR1-RELATED SEQUENCE
Cc72_00038962-RA	HEAT repeat associated with sister chromatid cohesion
Cc72_00038963-RA	nuclear pore complex
Cc72_00038956-RA	ATP synthase subunit alpha
Cc72_00038960-RA	Reverse transcriptase-like
Cc72_00038957-RA	nuclease activity
Cc72_00038959-RA	Myb/SANT-like DNA-binding domain
Cc72_00038964-RA	nuclear pore complex
Cc72_00038965-RA	Glycosyl transferase family 2
Cc72_00038967-RA	Encoded by
Cc72_00038968-RA	Reverse transcriptase (RNA-dependent DNA polymerase)
Cc72_00038973-RA	tRNA-dihydrouridine(47) synthase NAD(P)( )
Cc72_00038971-RA	Plant transposase (Ptta/En/Spm family)
Cc72_00038972-RA	Domain of unknown function (DUF4216)
Cc72_00038977-RA	Aminotransferase class I and II
Cc72_00038975-RA	Motif C-terminal to PAS motifs (likely to contribute to PAS structural domain)
Cc72_00038978-RA	ATP synthase subunit alpha
Cc72_00038979-RA	ATP synthase subunit alpha
Cc72_00038980-RA	Ribonuclease H protein
Cc72_00038982-RA	Protein of unknown function (DUF707)
Cc72_00038983-RA	-
Cc72_00038985-RA	-
Cc72_00038984-RA	Inactive receptor kinase
Cc72_00038986-RA	serine threonine-protein phosphatase
Cc72_00038988-RA	CLAVATA3 ESR (CLE)-related protein
Cc72_00038987-RA	Protein FAR1-RELATED SEQUENCE
Cc72_00038990-RA	resistance protein
Cc72_00038992-RA	resistance protein
Cc72_00038994-RA	ATPase family associated with various cellular activities (AAA)
Cc72_00038993-RA	TMV resistance protein N-like
Cc72_00038995-RA	Belongs to the cation transport ATPase (P-type) (TC 3.A.3) family. Type IV subfamily
Cc72_00038997-RA	helix loop helix domain
Cc72_00038996-RA	Belongs to the Ca(2 ) cation antiporter (CaCA) (TC 2.A.19) family
Cc72_00038998-RA	-
Cc72_00039001-RA	Domain of unknown function DUF21
Cc72_00039000-RA	ADP binding
Cc72_00038999-RA	Belongs to the disease resistance NB-LRR family
Cc72_00039002-RA	Protein of unknown function (DUF1336)
Cc72_00039003-RA	Leucine rich repeat N-terminal domain
Cc72_00039004-RA	sensing receptor
Cc72_00039007-RA	Plant protein of unknown function
Cc72_00039006-RA	Galactoside-binding lectin
Cc72_00039008-RA	Wall-associated receptor kinase galacturonan-binding
Cc72_00039012-RA	Protein FAR1-RELATED SEQUENCE
Cc72_00039011-RA	Pentatricopeptide repeat-containing protein
Cc72_00039010-RA	Glucose / Sorbosone dehydrogenase
Cc72_00039017-RA	"Glutathione S-transferase, N-terminal domain"
Cc72_00039016-RA	Belongs to the GST superfamily
Cc72_00039015-RA	Belongs to the GST superfamily
Cc72_00039021-RA	"Glutathione S-transferase, N-terminal domain"
Cc72_00039020-RA	Glutathione S-transferase
Cc72_00039022-RA	"Glutathione S-transferase, N-terminal domain"
Cc72_00039024-RA	Ribonuclease H protein
Cc72_00039025-RA	Tetratricopeptide repeat protein
Cc72_00039027-RA	Transposon MuDR mudrA
Cc72_00039026-RA	Protein kinase domain
Cc72_00039028-RA	Eukaryotic protein of unknown function (DUF872)
Cc72_00039032-RA	Myb/SANT-like DNA-binding domain
Cc72_00039031-RA	"transposition, RNA-mediated"
Cc72_00039030-RA	Transferase family
Cc72_00039035-RA	Domain of unknown function (DUF569)
Cc72_00039034-RA	Transposon MuDR mudrA
Cc72_00039033-RA	Domain of unknown function (DUF569)
Cc72_00039036-RA	Pentatricopeptide repeat-containing protein
Cc72_00039038-RA	FAD binding domain
Cc72_00039040-RA	FAD binding domain
Cc72_00039041-RA	F-box domain-containing protein
Cc72_00039042-RA	TNP2-like transposon protein
Cc72_00039043-RA	gag-polypeptide of LTR copia-type
Cc72_00039045-RA	FAD binding domain
Cc72_00039044-RA	FAD binding domain
Cc72_00039049-RA	"Enolase, N-terminal domain"
Cc72_00039051-RA	Domain of unknown function (DUF4283)
Cc72_00039056-RA	Belongs to the thioredoxin family
Cc72_00039054-RA	GAGA binding protein-like family
Cc72_00039055-RA	dnaJ homolog subfamily B member
Cc72_00039057-RA	Belongs to the thioredoxin family
Cc72_00039058-RA	Belongs to the metallo-dependent hydrolases superfamily. Adenosine and AMP deaminases family
Cc72_00039059-RA	Belongs to the metallo-dependent hydrolases superfamily. Adenosine and AMP deaminases family
Cc72_00039062-RA	Belongs to the thioredoxin family
Cc72_00039060-RA	-
Cc72_00039061-RA	"transposition, RNA-mediated"
Cc72_00039065-RA	Protein kinase domain
Cc72_00039066-RA	Conserved gene of
Cc72_00039068-RA	-
Cc72_00039069-RA	POT family
Cc72_00039075-RA	-
Cc72_00039074-RA	The pyruvate dehydrogenase complex catalyzes the overall conversion of pyruvate to acetyl-CoA and CO(2)
Cc72_00039073-RA	protein NRT1 PTR FAMILY 2.13-like
Cc72_00039078-RA	Glycogen recognition site of AMP-activated protein kinase
Cc72_00039077-RA	boron transporter
Cc72_00039076-RA	"transposition, RNA-mediated"
Cc72_00039082-RA	Regulator of chromosome condensation (RCC1) repeat
Cc72_00039085-RA	RNA recognition motif
Cc72_00039079-RA	Regulator of chromosome condensation (RCC1) repeat
Cc72_00039084-RA	Ribonuclease H protein
Cc72_00039081-RA	Ribonuclease H protein
Cc72_00039086-RA	Plant transposase (Ptta/En/Spm family)
Cc72_00039087-RA	Pentatricopeptide repeat-containing protein
Cc72_00039091-RA	Putative small multi-drug export protein
Cc72_00039092-RA	Homeobox associated leucine zipper
Cc72_00039095-RA	Helix-hairpin-helix motif
Cc72_00039096-RA	Pentatricopeptide repeat-containing protein
Cc72_00039097-RA	-
Cc72_00039099-RA	Leucine rich repeat N-terminal domain
Cc72_00039101-RA	Belongs to the sterol desaturase family
Cc72_00039100-RA	Histone-lysine N-methyltransferase
Cc72_00039098-RA	Protein FAR1-RELATED SEQUENCE
Cc72_00039102-RA	POT family
Cc72_00039104-RA	-
Cc72_00039105-RA	POT family
Cc72_00039106-RA	Protein NRT1 PTR FAMILY 4.6-like
Cc72_00039107-RA	Domain of unknown function (DUF1929)
Cc72_00039110-RA	PAS fold
Cc72_00039108-RA	plant mutator transposase zinc finger
Cc72_00039112-RA	ATP-dependent DNA helicase 2 subunit
Cc72_00039113-RA	-
Cc72_00039115-RA	glycine rich nucleic binding domain
Cc72_00039114-RA	-
Cc72_00039119-RA	TRAF-type zinc finger
Cc72_00039120-RA	casein kinase II subunit
Cc72_00039121-RA	receptor-like protein kinase At5g15080
Cc72_00039122-RA	DUF1338
Cc72_00039129-RA	Single-stranded DNA-binding protein WHY1
Cc72_00039123-RA	Alpha-amylase C-terminal beta-sheet domain
Cc72_00039124-RA	"Pectate lyase, N terminus"
Cc72_00039125-RA	zinc finger
Cc72_00039126-RA	-
Cc72_00039131-RA	Belongs to the disease resistance NB-LRR family
Cc72_00039127-RA	-
Cc72_00039130-RA	WRKY transcription factor
Cc72_00039132-RA	Protein kinase domain
Cc72_00039135-RA	zinc ion binding protein
Cc72_00039134-RA	Protein FAR1-RELATED SEQUENCE
Cc72_00039138-RA	Protein of unknown function (DUF4005)
Cc72_00039137-RA	zinc ion binding protein
Cc72_00039139-RA	EXOIII
Cc72_00039141-RA	Sulfate transporter
Cc72_00039143-RA	Ribonuclease H protein
Cc72_00039142-RA	RNase H family protein
Cc72_00039144-RA	Ribonuclease H protein
Cc72_00039145-RA	Mitochondrial import inner membrane translocase subunit
Cc72_00039146-RA	F-box domain-containing protein
Cc72_00039147-RA	F-box domain-containing protein
Cc72_00039148-RA	Domain of unknown function (DUF4283)
Cc72_00039151-RA	Ribonuclease H protein
Cc72_00039155-RA	helix loop helix domain
Cc72_00039154-RA	Plant transposase (Ptta/En/Spm family)
Cc72_00039156-RA	-
Cc72_00039161-RA	Belongs to the protein kinase superfamily
Cc72_00039159-RA	Belongs to the protein kinase superfamily
Cc72_00039160-RA	RING-like zinc finger
Cc72_00039163-RA	chloroplast organization
Cc72_00039162-RA	Myb/SANT-like DNA-binding domain
Cc72_00039164-RA	Belongs to the AAA ATPase family
Cc72_00039167-RA	UAA transporter family
Cc72_00039168-RA	Myb-like DNA-binding domain
Cc72_00039169-RA	Domain of unknown function (DUF4283)
Cc72_00039174-RA	Belongs to the NPH3 family
Cc72_00039173-RA	BTB POZ domain-containing protein At1g03010-like
Cc72_00039177-RA	Belongs to the glycosyl hydrolase 5 (cellulase A) family
Cc72_00039176-RA	Belongs to the NPH3 family
Cc72_00039175-RA	BTB POZ domain-containing protein At1g03010-like
Cc72_00039178-RA	RNA recognition motif
Cc72_00039180-RA	Sucrose transport protein
Cc72_00039181-RA	Homeobox associated leucine zipper
Cc72_00039179-RA	Proteasome maturation factor UMP1
Cc72_00039182-RA	Belongs to the glycosyl hydrolase 5 (cellulase A) family
Cc72_00039184-RA	Belongs to the glycosyl hydrolase 5 (cellulase A) family
Cc72_00039188-RA	Belongs to the cyclin family
Cc72_00039193-RA	"Calmodulin mediates the control of a large number of enzymes, ion channels and other proteins by Ca(2 ). Among the enzymes to be stimulated by the calmodulin-Ca(2 ) complex are a number of protein kinases and phosphatases"
Cc72_00039194-RA	Helix-loop-helix DNA-binding domain
Cc72_00039195-RA	Ribonuclease H protein
Cc72_00039191-RA	Ribonuclease H protein
Cc72_00039201-RA	Ataxin-2 C-terminal region
Cc72_00039199-RA	F-box kelch-repeat protein SKIP11-like
Cc72_00039202-RA	DNA recombination
Cc72_00039204-RA	G-quadruplex DNA unwinding
Cc72_00039203-RA	Catalyzes the attachment of alanine to tRNA(Ala) in a two-step reaction alanine is first activated by ATP to form Ala- AMP and then transferred to the acceptor end of tRNA(Ala). Also edits incorrectly charged tRNA(Ala) via its editing domain
Cc72_00039206-RA	Belongs to the TRAFAC class dynamin-like GTPase superfamily. Dynamin Fzo YdjA family
Cc72_00039208-RA	Protein ROOT HAIR DEFECTIVE
Cc72_00039211-RA	LRR receptor-like serine threonine-protein kinase GSO1
Cc72_00039209-RA	F-box kelch-repeat protein SKIP11-like
Cc72_00039210-RA	gag-polypeptide of LTR copia-type
Cc72_00039212-RA	ADP binding
Cc72_00039214-RA	Belongs to the peptidase A1 family
Cc72_00039217-RA	cellular component organization
Cc72_00039215-RA	Ribonuclease H protein
Cc72_00039216-RA	Domain of unknown function (DUF4283)
Cc72_00039218-RA	-
Cc72_00039220-RA	Domain of unknown function (DUF4283)
Cc72_00039219-RA	Protein FAR1-RELATED SEQUENCE
Cc72_00039223-RA	Belongs to the universal ribosomal protein uS4 family
Cc72_00039224-RA	Defensin-like protein 19
Cc72_00039222-RA	Ribonuclease H protein
Cc72_00039225-RA	-
Cc72_00039228-RA	DA1-related
Cc72_00039231-RA	"Protein present in Fab1, YOTB, Vac1, and EEA1"
Cc72_00039229-RA	Ribulose-phosphate 3 epimerase family
Cc72_00039230-RA	Plant protein 1589 of unknown function (A_thal_3526)
Cc72_00039227-RA	Plant mobile domain
Cc72_00039232-RA	HVA22-like protein
Cc72_00039233-RA	F-Box protein
Cc72_00039234-RA	resistance protein
Cc72_00039236-RA	F-box domain-containing protein
