Name,Description
ubiX,flavin prenyltransferase
gltF,periplasmic protein GltF
G0-10700,
lfhA,"flagellar system protein, promoterless fragment"
yhgO,protein YhgO
cusA,copper/silver export system RND permease
rdgC,nucleoid-associated protein RdgC
gspD,type II secretion system secretin GspD<sub>&alpha;</sub>
ftsK,cell division DNA translocase FtsK
pyrB,aspartate carbamoyltransferase catalytic subunit
alaS,alanine&mdash;tRNA ligase/DNA-binding transcriptional repressor
yadH,putative ABC transporter membrane subunit YadH
tpr,protamine-like protein
rho,transcription termination factor Rho
ygjR,putative oxidoreductase YgjR
ybaA,DUF1428 domain-containing protein YbaA
sxy,transcriptional coactivator for CRP
zapB,cell division factor ZapB
yjfL,DUF350 domain-containing inner membrane protein YjfL
yhiD,inner membrane protein YhiD
puuP,putrescine:H+ symporter PuuP
idnT,L-idonate/5-ketogluconate/gluconate transporter
glnQ,L-glutamine ABC transporter ATP binding subunit
dsbA,thiol:disulfide oxidoreductase - DsbA<sub>oxidized</sub> // thiol:disulfide oxidoreductase DsbA
ydeO,DNA-binding transcriptional dual regulator YdeO
aaaD,DLP12 prophage; protein AaaD
bisC,biotin sulfoxide reductase
hflD,lysogenization regulator
yiaW,DUF3302 domain-containing protein YiaW
baeR,DNA-binding transcriptional activator BaeR-phosphorylated // DNA-binding transcriptional activator BaeR
ybaZ,DNA base-flipping protein
fkpB,peptidyl-prolyl <i>cis-trans</i> isomerase FkpB
ykiA,DUF2773 domain-containing protein YkiA
lgoR,putative DNA-binding transcriptional regulator LgoR
yfdF,protein YfdF
yigZ,IMPACT family member YigZ
zur,DNA-binding transcriptional repressor Zur
yqjD,ribosome- and membrane-associated DUF883 domain-containing protein YqjD
gfcB,lipoprotein GfcB
atoS,sensor histidine kinase AtoS
ybcY,DLP12 prophage; putative SAM-dependent methyltransferase YbcY
cvpA,colicin V production protein
mfd,transcription-repair coupling factor
ygcE,putative sugar kinase YgcE
ybhQ,inner membrane protein YbhQ
mepH,"peptidoglycan endopeptidase/peptidoglycan L,D-carboxypeptidase MepH"
asnU,tRNA-Asn(GUU)
yeaX,carnitine monooxygenase subunit YeaX
ygdB,DUF2509 domain-containing protein YgdB
nagZ,&beta;-<i>N</i>-acetylglucosaminidase
feoC,ferrous iron transport protein FeoC
yqeH,putative LuxR family transcriptional regulator YqeH
pgaC,poly-<i>N</i>-acetyl-D-glucosamine synthase subunit PgaC
aphA,acid phosphatase / phosphotransferase
yriB,protein YriB
exuR,DNA-binding transcriptional repressor ExuR
ymcE,protein YmcE
flgO,small RNA FlgO
gsiA,glutathione ABC transporter ATP binding subunit GsiA
nudI,pyrimidine deoxynucleotide diphosphatase NudI
csgB,"curlin, minor subunit"
yajO,1-deoxyxylulose-5-phosphate synthase YajO
poxB,pyruvate oxidase
pitA,metal phosphate:H<sup>+</sup> symporter PitA
fdnH,formate dehydrogenase N subunit &beta;
b1425,
allW,allantoin transporter
tfaR,Rac prophage; putative tail fiber assembly protein TfaR
valY,tRNA-Val(UAC)
suhB,Nus factor SuhB
tag,"3-methyl-adenine DNA glycosylase I, constitutive"
yeeP,CP4-44 prophage; putative GTP-binding protein
crcB,F<sup>-</sup> channel
ddpD,"putative D,D-dipeptide ABC transporter ATP-binding subunit DdpD"
ratA,ribosome association toxin RatA
insH7,IS<i>5</i> transposase and trans-activator
alaB,glutamate&mdash;pyruvate aminotransferase AlaB
yafY,CP4-6 prophage; inner membrane lipoprotein YafY
atpE,ATP synthase F<sub>o</sub> complex subunit c
rpsB,30S ribosomal subunit protein S2
rrlE,23S ribosomal RNA
moeB,molybdopterin-synthase adenylyltransferase
metF,"5,10-methylenetetrahydrofolate reductase"
ygcG,TPM domain-containing protein YgcG
ylbG,putative DNA-binding transcriptional regulator YlbG
rluE,23S rRNA pseudouridine<sup>2457</sup> synthase
fdx,oxidized ferredoxin // reduced ferredoxin
dapE,succinyl-diaminopimelate desuccinylase
ydcK,putative acyltransferase YdcK
surA,chaperone SurA
ypaB,protein YpaB
cadB,lysine:cadaverine antiporter
fadR,DNA-binding transcriptional dual regulator FadR
pspG,phage shock protein G
nudE,ADP-sugar diphosphatase NudE
thrW,tRNA-Thr(CGU)
sokB,putative small regulatory RNA antitoxin SokB
rcsC,RcsC-phospho-L-aspartate // RcsC-<i>N</i>-phospho-L-histidine // histidine kinase RcsC
queE,putative 7-carboxy-7-deazaguanine synthase QueE
ybhH,putative isomerase YbhH
ydhQ,putative adhesin-related protein YdhQ
idnR,DNA-binding transcriptional dual regulator IdnR
yfdN,CPS-53 (KpLE1) prophage; uncharacterized protein YfdN
flgJ,putative peptidoglycan hydrolase FlgJ
deoB,phosphopentomutase
fliS,flagellar biosynthesis protein FliS
dhaM,dihydroxyacetone kinase subunit M
sapD,putrescine ABC exporter ATP binding protein SapD
yabP,putative uncharacterized protein YabP
insB6,IS1 protein InsB
kefC,K<sup>+</sup> : H<sup>+</sup> antiporter KefC
yfbN,uncharacterized protein YfbN
orn,oligoribonuclease
ymfA,putative inner membrane protein YmfA
insF5,IS3 element protein InsF
casA,type I-E CRISPR system Cascade subunit CasA
hflC,regulator of FtsH protease
queD,"6-carboxy-5,6,7,8-tetrahydropterin synthase"
ydhY,putative 4Fe-4S ferredoxin-like protein YdhY
uup,ATP-binding protein Uup
sfmF,putative fimbrial protein SfmF
ydiY,acid-inducible putative outer membrane protein YdiY
narH,nitrate reductase A subunit &beta;
ymfM,e14 prophage; cell division inhibitor YmfM
ybfF,esterase
manA,mannose-6-phosphate isomerase
nuoC,NADH:quinone oxidoreductase subunit CD
araJ,putative transport protein AraJ
deoC,deoxyribose-phosphate aldolase
yhhN,PF07947 family protein YhhN
fnr,DNA-binding transcriptional dual regulator FNR
ispH,4-hydroxy-3-methylbut-2-enyl diphosphate reductase
ddlA,D-alanine&mdash;D-alanine ligase A
yagG,CP4-6 prophage; putative D-xylonate transporter YagG
ubiC,chorismate lyase
sdhB,"succinate:quinone oxidoreductase, iron-sulfur cluster binding protein"
tyrT,tRNA-Tyr(GUA)
hrpA,ATP-dependent 3'&rarr;5' RNA helicase HrpA
ygeL,protein YgeL
yihF,DUF945 domain-containing protein YihF
mgsA,methylglyoxal synthase
yajG,putative lipoprotein YajG
ybjJ,inner membrane protein YbjJ
yjbH,putative lipoprotein YjbH
rrlB,23S ribosomal RNA
torY,cytochrome <i>c</i> quinol dehydrogenase TorY
thiH,2-iminoacetate synthase
yohC,putative inner membrane protein
yicU,protein YicU
zapE,cell division protein ZapE
yddK,leucine-rich repeat domain-containing protein YddK
uidR,DNA-binding transcriptional repressor UidR
nrdI,dimanganese-tyrosyl radical cofactor maintenance flavodoxin NrdI
yrbN,uncharacterized protein YrbN
dmsC,dimethyl sulfoxide reductase subunit C
ypdJ,CPS-53 (KpLE1) prophage; putative uncharacterized protein YpdJ
hokD,Qin prophage; toxic protein HokD
ymiD,protein YmiD
flu,CP4-44 prophage; self recognizing antigen 43 (Ag43) autotransporter
bglB,6-phospho-&beta;-glucosidase B
ynfQ,Qin prophage; protein YnfQ
tufB,translation elongation factor Tu 2
eutR,putative DNA-binding transcriptional regulator EutR
insL2,IS186/IS421 transposase
yibG,tetratricopeptide-like domain-containing protein YibG
eutL,"putative structural protein, ethanolamine utilization microcompartment"
dmlR,DNA-binding transcriptional regulator DmlR
yfhL,putative 4Fe-4S cluster-containing protein YfhL
ybhN,PF03706 family inner membrane protein YbhN
yacM,protein YacM
pyrL,<i>pyrBI</i> operon leader peptide
yaaY,DUF2575 domain-containing protein YaaY
ynaN,protein YnaN
curA,NADPH-dependent curcumin/dihydrocurcumin reductase
ybhK,putative transferase YbhK
gspA,type II secretion system protein GspA
napB,periplasmic nitrate reductase cytochrome c<SUB>550</SUB> protein
yafQ,ribosome-dependent mRNA interferase toxin YafQ
efeO,ferrous iron transport system protein EfeO
yidZ,DNA-binding transcriptional dual regulator YidZ
yggT,uncharacterized protein YggT
rimO,ribosomal protein S12 methylthiotransferase RimO
tff,putative small RNA T44
qmcA,PHB domain-containing protein QmcA
xylH,xylose ABC transporter membrane subunit
purF,amidophosphoribosyltransferase
hdeA,periplasmic acid stress chaperone HdeA
barA,BarA-<i>N</i>-phospho-L-histidine-861 // BarA-<i>N</i>-phospho-L-histidine-302 // BarA-phospho-L-aspartate-718 // sensor histidine kinase BarA
dut,dUTP diphosphatase
mcrB,McrB<sub>S</sub> // Type IV methyl-directed restriction enzyme EcoKMcrB subunit
tmcA,tRNA<sup>Met</sup> cytidine acetyltransferase
ydhS,FAD/NAD(P) binding domain-containing protein YdhS
mraZ,DNA-binding transcriptional repressor MraZ
ytjB,probable inner membrane protein Smp
galK,galactokinase
paoD,molybdenum cofactor insertion chaperone PaoD
ydiB,quinate/shikimate dehydrogenase
rseX,small regulatory RNA RseX
thrC,threonine synthase
iadA,isoaspartyl dipeptidase
yegP,DUF1508 domain-containing protein YegP
ppiB,peptidyl-prolyl <i>cis-trans</i> isomerase B
pepP,Xaa-Pro aminopeptidase
ybgQ,putative fimbrial usher protein YbgQ
ytiD,protein YtiD
yjeN,uncharacterized protein YjeN
gspO,type II secretion system prepilin peptidase
ysaA,putative electron transport protein YsaA
btsS,BtsS-<i>N</i>-phospho-L-histidine // high-affinity pyruvate receptor
torZ,trimethylamine <i>N</i>-oxide reductase 2
ygdQ,PF03741 family inner membrane protein YgdQ
ymjB,hypothetical protein YmjB
pflB,pyruvate formate-lyase
pinQ,Qin prophage; putative recombinase PinQ
yfiE,putative LysR-type DNA-binding transcriptional regulator YfiE
wcaE,"GDP-Fuc:2/3-O-Ac-alpha-L-Fuc-(1->3)-alpha-D-Glc-PP-Und alpha-(1,4)-fucosyltransferase"
tdcR,DNA-binding transcriptional activator TdcR
nirC,nitrite transporter NirC
rrsB,16S ribosomal RNA
yfjT,CP4-57 prophage; uncharacterized protein YfjT
znuC,Zn<sup>2+</sup> ABC transporter ATP binding subunit
fadI,3-ketoacyl-CoA thiolase FadI
punR,DNA-binding transcriptional activator PunR
ycgL,PF05166 family protein YcgL
aidB,isovaleryl-CoA dehydrogenase and DNA-binding transcriptional repressor
yhbY,ribosome assembly factor YhbY
yeeO,FMN/FAD exporter
pyrR,DNA-binding transcriptional dual regulator PyrR-phosphorylated // DNA-binding transcriptional activator PyrR
ybcV,DLP12 prophage; DUF1398 domain-containing protein YbcV
erpA,iron-sulfur cluster insertion protein ErpA
carB,carbamoyl-phosphate synthetase large subunit
sufC,Fe-S cluster scaffold complex subunit SufC
yhhW,"quercetin 2,3-dioxygenase"
cpxP,periplasmic protein CpxP
yrfJ,protein YrfJ
yjgH,RutC family protein YjgH
ubiB,ubiquinone biosynthesis protein UbiB
yagL,CP4-6 prophage; resolvase-like catalytic domain-containing protein YagL
murE,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase"
cybC,
insE4,IS3 element protein InsE
rflP,anti-FlhDC factor RflP
ycjN,putative ABC transporter periplasmic binding protein YcjN
gntT,high-affinity gluconate transporter
yahL,uncharacterized protein YahL
bamE,outer membrane protein assembly factor BamE
trxA,oxidized thioredoxin 1 // reduced thioredoxin 1
setA,sugar exporter SetA
dgkA,diacylglycerol kinase
fhlA,DNA-binding transcriptional activator FhlA
ycfP,PF05728 family protein YcfP
ptsG,EIIBC<sup>glc</sup> - phosphorylated // glucose-specific PTS enzyme IIBC component
yafS,putative S-adenosyl-L-methionine-dependent methyltransferase
menH,"2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase"
alsK,D-allose kinase
ygiC,peptide&mdash;spermidine ligase YgiC
fes,ferric enterobactin esterase
uraA,uracil:H<sup>+</sup> symporter UraA
ybbY,putative purine transporter
yobH,uncharacterized protein YobH
ybhM,Bax1-I family protein YbhM
fumC,fumarase C
ygiN,putative quinol monooxygenase YgiN
glgS,surface composition regulator
nupG,nucleoside:H<sup>+</sup> symporter NupG
msyB,acidic protein MsyB
prfC,peptide chain release factor RF3
cirA,iron-catecholate outer membrane transporter CirA
prmB,ribosomal protein L3 <i>N</i><sup>5</sup>-glutamine methyltransferase
bax,putative glycoside hydrolase Bax
insH2,DLP12 prophage; IS<i>5</i> transposase and trans-activator
racR,Rac prophage; DNA-binding transcriptional repressor RacR
sdiA,DNA-binding transcriptional dual regulator SdiA
sibC,small regulatory RNA antitoxin SibC
proQ,RNA chaperone ProQ
cdd,cytidine/deoxycytidine deaminase
yehK,uncharacterized protein YehK
nsrR,DNA-binding transcriptional regulator NsrR
manY,mannose-specific PTS enzyme IIC component
napH,ferredoxin-type protein NapH
yagN,CP4-6 prophage; protein YagN
glnG,DNA-binding transcriptional dual regulator NtrC
yncK,
ybdK,putative glutamate&mdash;cysteine ligase 2
ubiE,"bifunctional 2-octaprenyl-6-methoxy-1,4-benzoquinol methylase and demethylmenaquinone methyltransferase"
mbiA,uncharacterized protein MbiA
dnaA,chromosomal replication initiator protein DnaA
ygdG,flap endonuclease
hybA,hydrogenase 2 iron-sulfur protein
rluF,23S rRNA pseudouridine<sup>2604</sup> and tRNA<sup>Tyr</sup> pseudouridine<sup>35</sup> synthase
prmA,ribosomal protein L11 methyltransferase
murJ,lipid II flippase MurJ
ynjH,DUF1496 domain-containing protein YnjH
rihB,pyrimidine-specific ribonucleoside hydrolase RihB
tatD,3' &rarr; 5' ssDNA/RNA  exonuclease TatD
ydhI,DUF1656 domain-containing protein YdhI
proV,glycine betaine ABC transporter ATP binding subunit ProV
ydgI,putative arginine:ornithine antiporter
b2191,
yodE,CPS-53 (KpLE1) prophage; toxic protein YodE
bolA,DNA binding transcriptional dual regulator BolA-phosphorylated // DNA-binding transcriptional dual regulator BolA
greB,transcription elongation factor GreB
bsmA,DUF1471 domain-containing putative lipoprotein BsmA
yicR,RadC-like JAB domain-containing protein YicR
trkA,NAD-binding component of Trk potassium transporters
ftsH,ATP-dependent zinc metalloprotease FtsH
fliZ,DNA-binding transcriptional regulator FliZ
argA,N-acetylglutamate synthase
ypaA,protein YpaA
ynjB,putative ABC transporter periplasmic binding protein YnjB
yqiI,putative fimbrial protein YqiI
pxpA,5-oxoprolinase component A
yoaH,UFP0181 family protein YoaH
spfP,small protein SpfP
gntK,"D-gluconate kinase, thermostable"
sucC,succinyl-CoA synthetase subunit &beta;
G0-10706,small RNA
hypB,hydrogenase isoenzymes nickel incorporation protein HypB
arcZ,small regulatory RNA ArcZ
ybhR,ABC exporter membrane subunit YbhR
insK,IS150 conserved protein InsB
yfjH,CP4-57 prophage; uncharacterized protein YfjH
scpA,methylmalonyl-CoA mutase
idnD,L-idonate 5-dehydrogenase
yecD,isochorismatase family protein YecD
ygbE,DUF3561 domain-containing inner membrane protein YgbE
dps,DNA protection during starvation protein
gdhA,glutamate dehydrogenase
sgbU,putative L-xylulose 5-phosphate 3-epimerase
yciB,inner membrane protein
queC,7-cyano-7-deazaguanine synthase
nrfB,periplasmic nitrite reductase penta-heme <i>c</i>-type cytochrome
rrsE,16S ribosomal RNA
tehB,tellurite methyltransferase
lysQ,tRNA-Lys(UUU)
thiL,thiamine monophosphate kinase
cmoA,carboxy-<i>S</i>-adenosyl-L-methionine synthase
gss,fused glutathionylspermidine amidase / glutathionylspermidine synthetase
ynjD,putative ABC transporter ATP-binding protein YnjD
tfaS,
yqcE,putative transport protein YqcE
yidG,inner membrane protein YidG
bglX,putative periplasmic glycoside hydrolase
feoA,ferrous iron transport protein A
ybfK,
hemX,PF04375 family protein HemX
fixA,putative electron transfer flavoprotein FixA
cheR,chemotaxis protein methyltransferase
rlmG,23S rRNA m<sup>2</sup>G1835 methyltransferase
hcr,NADH oxidoreductase
fimE,regulator for fimA
speFL,leader peptide SpeFL
groL,chaperonin GroEL
yrdA,hexapeptide repeats-containing protein YrdA
leuU,tRNA-Leu(GAG)
gltT,tRNA-Glu(UUC)
metB,<i>O</i>-succinylhomoserine(thiol)-lyase / <i>O</i>-succinylhomoserine lyase
aroG,"3-deoxy-7-phosphoheptulonate synthase, Phe-sensitive"
mscM,miniconductance mechanosensitive channel MscM
sapB,putrescine ABC exporter membrane subunit SapB
argK,methylmalonyl-CoA mutase-interacting GTPase YgfD
pspF,DNA-binding transcriptional dual regulator PspF
recN,DNA repair protein RecN
xtpA,putative transcriptional regulator XtpA
yjiS,DUF1127 domain-containing protein YjiS
kefB,K+ : H+ antiporter KefB
kdsC,3-deoxy-D-<i>manno</i>-octulosonate 8-phosphate phosphatase KdsC
yijE,cystine exporter
yfjZ,CP4-57 prophage; putative antitoxin of the YpjF-YfjZ toxin-antitoxin system
leuC,3-isopropylmalate dehydratase subunit LeuC
ivy,"periplasmic chaperone, inhibitor of vertebrate C-type lysozyme"
slyD,FKBP-type peptidyl-prolyl <i>cis-trans</i> isomerase SlyD
ymjE,protein YmjE
menE,<i>o</i>-succinylbenzoate&mdash;CoA ligase
ygiB,DUF1190 domain-containing protein YgiB
ygbM,putative 2-oxo-tetronate isomerase YgbM
fhuE,ferric coprogen/ferric rhodotorulic acid outer membrane transporter
envZ,sensor histidine kinase EnvZ
ynbB,putative CDP-diglyceride synthase
pstS,phosphate ABC transporter periplasmic binding protein
recA,DNA recombination/repair protein RecA
ttcC,putative tRNA 2-thiocytidine (s(2)C32) synthase
pheP,phenylalanine:H+ symporter PheP
galU,UTP&mdash;glucose-1-phosphate uridylyltransferase
b0309,
crl,RNA polymerase holoenzyme assembly factor Crl
clsB,cardiolipin synthase B
yeeS,CP4-44 prophage; RadC-like JAB domain-containing protein YeeS
nlpE,sensor lipoprotein NlpE
ameF,small antisense RNA aMEF
ibsC,toxic peptide IbsC
glpG,rhomboid protease GlpG
ydfV,Qin prophage; protein YdfV
mgtL,leader peptide MgtL
xylG,xylose ABC transporter ATP binding subunit
mnaT,L-amino acid N-acyltransferase
xylB,xylulokinase
menA,"1,4-dihydroxy-2-naphthoate octaprenyltransferase"
sgcR,KpLE2 phage-like element; putative DNA-binding transcriptional regulator SgcR
insZ,putative transposase InsZ
uhpB,UhpB-<i>N</i>-phospho-L-histidine // sensor histidine kinase UhpB
iscX,accessory iron-sulfur cluster assembly protein IscX
nikD,nickel ABC transporter ATP binding subunit NikD
ldhA,D-lactate dehydrogenase
ycaO,ribosomal protein S12 methylthiotransferase accessory factor YcaO
flhE,flagellar protein FlhE
ylbI,RHS element protein YlbI
miaB,isopentenyl-adenosine A37 tRNA methylthiolase
yahM,uncharacterized protein YahM
yraH,putative fimbrial protein YraH
speA,biosynthetic arginine decarboxylase
tdk,thymidine/deoxyuridine kinase
gadC,L-glutamate:4-aminobutyrate antiporter
rhsC,rhs element protein RhsC
rhtA,L-threonine/L-homoserine exporter
yihM,putative TIM barrel domain-containing protein YihM
yahK,"aldehyde reductase, NADPH-dependent"
rrfE,5S ribosomal RNA
rayT,REP-associated tyrosine transposase
rmuC,putative recombination limiting protein RmuC
mioC,flavoprotein MioC
yaiO,outer membrane protein YaiO
eyeA,CP4-6 prophage; small RNA EyeA
ytjC,putative phosphatase
yghA,NADP<sup>+</sup>-dependent aldehyde reductase
sra,ribosome-associated protein Sra
ykgJ,putative metal-chelating domain-containing protein YkgJ
argU,tRNA-Arg(UCU)
dsdC,DNA-binding transcriptional dual regulator DsdC
yehI,DUF4132 domain-containing protein YehI
yfaV,putative transporter YfaV
phnL,ATP-binding cassette protein PhnL
ccmC,cytochrome <i>c</i> maturation protein C
fliC,flagellar filament structural protein
dinI,DNA damage-inducible protein I
G0-10697,
ygbA,protein YgbA
wzzE,enterobacterial common antigen polysaccharide co-polymerase
yecT,protein YecT
ykiD,protein YkiD
gsiD,glutathione ABC transporter membrane subunit GsiD
yajQ,nucleotide binding protein YajQ
rfbD,dTDP-4-dehydrorhamnose reductase
frwD,putative PTS enzyme IIB component FrwD
yfcU,putative outer membrane usher protein YfcU
yqjG,glutathionyl-hydroquinone reductase YqjG
panD,PanD &beta; cleavage product // PanD &alpha; cleavage product // aspartate 1-decarboxylase proenzyme
ycjV,putative ABC transporter ATP-binding protein YcjV
ybfD,H repeat-associated putative transposase YbfD
yebY,DUF2511 domain-containing protein YebY
rutD,putative aminoacrylate hydrolase RutD
naRNA5,naRNA5
yceQ,DUF2655 domain-containing protein YceQ
ggt,"glutathione hydrolase, small subunit // glutathione hydrolase, large subunit // glutathione hydrolase proenzyme"
ykgQ,
xisD,excisionase
yfhH,putative DNA-binding transcriptional regulator YfhH
fadA,3-ketoacyl-CoA thiolase
rrfB,5S ribosomal RNA
psuK,putative pseudouridine kinase
lplT,lysophospholipid transporter
idlP,<i>iraD</i> leader peptide
rzoQ,Qin prophage; putative lipoprotein RzoQ
envY,DNA-binding transcriptional activator EnvY
trxB,thioredoxin reductase
nadE,NH<sub>3</sub>-dependent NAD<sup>+</sup> synthetase
zntR,DNA-binding transcriptional activator ZntR
valW,tRNA-Val(GAC)
yrdF,
hcxA,hydroxycarboxylate dehydrogenase A
punC,purine nucleoside transporter PunC
azuR,small regulatory RNA AzuR
yhaL,uncharacterized protein YhaL
rrsD,16S ribosomal RNA
ldcC,lysine decarboxylase 2
essD,DLP12 prophage; putative phage lysis protein
dcuA,C4-dicarboxylate transporter DcuA
fdhE,formate dehydrogenase formation protein
yncG,putative glutathione <i>S</i>-transferase YncG
cyoB,cytochrome <i>bo</i><sub>3</sub> subunit 1
yfgJ,zinc ribbon domain-containing protein YfgJ
aas,fused 2-acylglycerophospho-ethanolamine acyltransferase/acyl-acyl carrier protein synthetase
citD,citrate lyase acyl carrier protein
rclC,DUF417 domain-containing inner membrane protein RclC
ccmA,cytochrome <i>c</i> maturation protein A
frmA,<i>S</i>-(hydroxymethyl)glutathione dehydrogenase
dppB,dipeptide ABC transporter membrane subunit DppB
can,carbonic anhydrase 2
bamC,outer membrane protein assembly factor BamC
paeA,putative cadaverine/putrescine exporter
nfrA,exopolysaccharide secretion system outer membrane protein NfrA
uvrA,UvrABC excision nuclease subunit A
dosC,diguanylate cyclase DosC
rttR,small RNA RttR
naRNA4,naRNA4
mutL,DNA mismatch repair protein MutL
srlR,DNA-binding transcriptional repressor SrlR
eamB,cysteine/<i>O</i>-acetylserine exporter EamB
ybjL,putative transport protein YbjL
lsrA,Autoinducer-2 ABC transporter ATP binding subunit
paoB,"aldehyde dehydrogenase, FAD-binding Fe-S subunit"
b1437,
phnD,phosphonate/phosphate ABC transporter periplasmic binding protein
fldB,oxidized flavodoxin 2 // flavodoxin 2
hyfH,hydrogenase 4 component H
yeaE,methylglyoxal reductase YeaE
uvrC,UvrABC excision nuclease subunit C
dpiB,DpiB-<i>N</i>-phospho-L-histidine // sensor histidine kinase DpiB
insAB6,InsAB' transposase
ttdA,L(+)-tartrate dehydratase subunit &alpha;
yjfJ,PspA family protein YjfJ
wbbJ,putative lipopolysaccharide biosynthesis O-acetyl transferase WbbJ
phnI,carbon-phosphorus lyase core complex subunit PhnI
rrfH,5S ribosomal RNA
hcaT,putative 3-phenylpropionate transporter
mlaE,"intermembrane phospholipid transport system, integral membrane subunit MlaE"
potF,putrescine ABC transporter periplasmic binding protein
arsR,DNA-binding transcriptional repressor ArsR
ykfN,YdiA family protein
ydfE,Qin prophage; protein YdfE
yahI,carbamate kinase-like protein YahI
zupT,divalent metal ion transporter ZupT
stpA,DNA-binding transcriptional repressor StpA with RNA chaperone activity
ydcF,DUF218 domain-containing protein YdcF
ynjI,DUF1266 domain-containing protein YnjI
uspE,universal stress protein E
livG,branched chain amino acid/phenylalanine ABC transporter ATP binding subunit LivG
yafL,NlpC/P60 family protein YafL
yfiR,DUF4154 domain-containing protein YfiR
rdlC,putative antisense regulatory RNA RdlC
yehM,uncharacterized protein YehM
lhgD,L-2-hydroxyglutarate dehydrogenase
kgtP,&alpha;-ketoglutarate:H<sup>+</sup> symporter
cydD,heme ABC transporter subunit CydD
gfcC,capsule biosynthesis GfcC family protein
yejO,adhesin-like autotransporter YejO
arsB,arsenite/antimonite:H<sup>+</sup> antiporter
rrfA,5S ribosomal RNA
wzb,protein-tyrosine phosphatase
csrA,carbon storage regulator
rcsB,RcsB-acetylated // DNA-binding transcriptional dual regulator RcsB-phosphorylated // DNA-binding transcriptional activator RcsB
yshB,uncharacterized protein YshB
dppA,dipeptide ABC transporter periplasmic binding protein
beeE,e14 prophage; protein BeeE
igaA,inner membrane protein IgaA
yghE,putative type II secretion system L-type protein YghE
ivbL,<i>ilvBN</i> operon leader peptide
murI,glutamate racemase
eutQ,putative ethanolamine utilization acetate kinase EutQ
rprA,small regulatory RNA RprA
och5,small regulatory RNA Och5
sgrT,PtsG glucose transporter inhibitor
mqo,malate:quinone oxidoreductase
tpiA,triose-phosphate isomerase
ycjQ,D-guloside 3-dehydrogenase
fabA,&beta;-hydroxyacyl-acyl carrier protein dehydratase/isomerase
dcuC,anaerobic C4-dicarboxylate transporter DcuC
yhhM,DUF2500 domain-containing protein YhhM
rng,RNase G
yqeA,putative amino acid kinase YqeA
pdhR,DNA-binding transcriptional dual regulator PdhR
tyrU,tRNA-Tyr(GUA)
glnU,tRNA-Gln(UUG)
norV,anaerobic nitric oxide reductase flavorubredoxin
ytfH,putative transcriptional regulator YtfH
uof,RyhB-regulated <i>fur</i> leader peptide
dgcE,putative diguanylate cyclase DgcE
agaS,putative galactosamine-6-phosphate deaminase/isomerase
ftp,FAD:protein FMN transferase
yqiM,protein YqiM
yeiS,DUF2542 domain-containing protein YeiS
rrrD,DLP12 prophage; lysozyme
yfeK,DUF5329 domain-containing protein YfeK
cheW,chemotaxis protein CheW
ynfG,putative oxidoreductase YnfG
ykfM,uncharacterized protein YkfM
waaA,KDO transferase
narQ,sensor histidine kinase NarQ
ydhR,putative monooxygenase YdhR
psuT,putative pseudouridine transporter
insG,KpLE2 phage-like element; IS<i>4</i> putative transposase
higB,ribosome-dependent mRNA interferase toxin HigB
tusC,sulfurtransferase complex subunit TusC
valV,tRNA-Val(GAC)
opgG,osmoregulated periplasmic glucans biosynthesis protein G
rluA,23S rRNA pseudouridine<sup>746</sup> and tRNA pseudouridine<sup>32</sup> synthase
mrcB,PBP1B&gamma; // peptidoglycan glycosyltransferase / peptidoglycan DD-transpeptidase MrcB
yecN,MAPEG family inner membrane protein YecN
paaK,phenylacetate-CoA ligase
ynfN,Qin prophage; protein YnfN
yibL,DUF2810 domain-containing protein YibL
dnaK,chaperone protein DnaK
chiQ,lipoprotein ChiQ
yejG,protein YejG
pbl,transglycosylase domain-containing protein Pbl
xdhB,putative xanthine dehydrogenase FAD-binding subunit XdhB
yjeT,DUF2065 domain-containing protein YjeT
murC,UDP-<i>N</i>-acetylmuramate&mdash;L-alanine ligase
yqgE,DUF179 domain-containing protein YqgE
ybdJ,DUF1158 domain-containing protein YbdJ
caiC,carnitine&mdash;CoA ligase
elfD,putative fimbrial chaperone ElfD
yccJ,PF13993 family protein YccJ
yjiV,putative uncharacterized protein YjiV
yhdU,DUF2556 domain-containing protein YhdU
folP,dihydropteroate synthase
codB,cytosine transporter
cyuA,L-cysteine desulfidase
fepD,ferric enterobactin ABC transporter membrane subunit FebD
argC,N-acetylglutamylphosphate reductase
yedJ,putative HD superfamily phosphohydrolase YedJ
puuA,glutamate-putrescine ligase
emrA,multidrug efflux pump membrane fusion protein EmrA
yebG,DNA damage-inducible protein YebG
yaiP,putative glucosyltransferase
clcB,putative chloride:H<sup>+</sup> antiporter ClcB
rpiB,allose-6-phosphate isomerase / ribose-5-phosphate isomerase B
ecnB,bacteriolytic entericidin B lipoprotein
yliI,aldose sugar dehydrogenase YliI
yniA,putative kinase YniA
der,50S ribosomal subunit stability factor
yccF,PF03733 family inner membrane protein YccF
b0017,
yhhQ,queuosine precursor transporter
narZ,nitrate reductase Z subunit &alpha;
lrhA,DNA-binding transcriptional dual regulator LrhA
yfiM,DUF2279 domain-containing protein YfiM
tcyL,cystine ABC transporter membrane subunit
ttdT,L-tartrate:succinate antiporter
